ppt,whc,sand,silt,clay,om,kwfactor,kffactor,spH,slope,tfactor,GDD,yield(corn)
656.7725203,21.36689587,27.90179757,31.40663094,40.69157149,120.7568174,0.258670948,0.276899712,6.573002102,49.36696846,4.202703027,13.64748249,90.4
596.3684711,20.9262305,61.36760561,14.68092116,23.95147323,87.89915855,0.190698634,0.193936854,5.172331689,79.13845777,4.924192013,13.98158525,67.5
686.5617134,21.17766731,63.34733166,12.31573479,24.33693355,60.20317917,0.181270922,0.181282174,5.208633523,58.58194997,4.940475318,13.49616498,80
747.1072378,21.38736194,32.36434939,36.37913403,31.25651659,82.78215694,0.285552879,0.298568077,5.278069308,36.35593274,4.170127505,12.66521799,120.5
706.3063416,18.50434947,32.77227574,37.38287144,29.84485283,94.7857704,0.238472247,0.312078523,5.225939679,31.49649428,4.086309549,12.76535983,110.1
597.2717706,27.79944914,45.81012504,28.11587883,26.07399613,92.5273937,0.28094186,0.285445505,4.792555119,27.4472267,4.703907331,13.54789987,84.2
718.8696114,28.15785319,17.66037636,45.79783762,36.54178602,66.71503395,0.28570806,0.334878477,5.038959524,42.60526295,4.60154992,14.0861517,104
741.9357909,23.21956363,23.00954451,41.53513726,35.45531823,82.29986189,0.304038555,0.316122892,5.544029814,42.71513498,4.124666929,14.15305247,109.2
589.0953226,21.15300452,54.49577493,19.13766456,26.36656051,89.44831545,0.204865543,0.205350116,5.25183297,43.36536586,4.955920047,13.75458478,110.1
727.7080046,26.20775126,17.25946296,45.75843508,36.98210196,85.19673781,0.297299101,0.328441747,5.170402254,51.77318382,4.687683168,14.12809709,119.1
641.1988919,25.71528261,33.22488446,28.79520603,37.97990952,98.36826629,0.255720588,0.256040298,6.469761048,50.71999956,4.207279414,13.96859078,64.7
647.8206062,25.48944374,48.38372515,21.17174328,30.44453157,71.30089848,0.226281916,0.227035945,5.305641409,54.59383159,4.951054008,13.2648156,61.3
737.9175132,25.03599252,17.72273444,45.06143081,37.21583475,100.6102274,0.284158071,0.317837067,5.313569134,48.39820815,4.693969994,13.56423781,98.9
641.5513656,22.16508761,28.51361438,27.99051434,43.49587128,115.6556575,0.245931444,0.255624276,6.387635307,47.86044895,4.407267215,12.9321632,64
683.4583868,21.10342268,47.58501542,30.46533971,21.94964487,51.88228873,0.293512513,0.312233118,4.832761422,38.37457849,4.234308856,13.56954758,92
788.2262407,17.54178188,40.90550283,31.93350326,27.16099391,65.21234695,0.2901021,0.29483637,5.05966943,45.38366147,3.486909437,15.8705666,109.7
732.6895079,26.36821516,60.79785196,22.4727613,16.72938675,218.7644569,0.246351683,0.249457738,5.15237657,90.47822091,4.917575847,13.75978484,89.8
735.8438658,25.0722727,49.25257843,26.36343056,24.383991,37.2233884,0.217661167,0.227736852,5.019073491,83.41712041,4.980735521,13.8829998,85.2
675.9105357,20.55929117,24.26275395,33.63623518,42.10101087,73.55307148,0.2663127,0.279461674,6.286625492,49.58307614,4.284845339,13.68033742,70
747.5693388,22.1088639,31.03282432,36.86429957,32.10287611,85.92886445,0.300146356,0.307586874,5.28991199,41.7526858,4.182631752,14.1083815,109.4
596.4402758,22.43738763,23.51505813,30.01103935,46.47390252,101.6234974,0.245181715,0.246692067,6.31771748,54.41339476,4.618460458,13.06921348,82.2
648.300309,23.35841291,36.4498275,30.79458841,32.75558408,88.27622721,0.272924432,0.27296309,5.408174937,50.97244992,4.545550594,14.3748495,71.4
685.2870084,20.11848857,60.54806935,15.7960007,23.65592995,87.92091248,0.19216786,0.192173369,5.062323043,48.49735636,4.962526648,12.48930622,88.1
707.2200014,20.02361033,54.85286181,18.62773313,26.51940506,67.56932702,0.16995901,0.21600277,5.295857545,33.82077455,4.644452114,14.05771123,86.7
621.8914951,21.27845678,53.56423918,19.29517822,27.1405826,67.60274444,0.229427246,0.229428718,5.025526362,58.35721451,4.88888453,12.49759473,65
721.1528088,20.06908868,27.84245537,39.78576538,32.37177925,52.97676698,0.253921903,0.323160961,5.031231961,36.28864119,4.294587573,12.27371334,110.1
645.6687879,22.92489045,28.70446016,37.39245565,33.90308419,129.9592197,0.252854132,0.301477193,5.062081323,33.81089178,4.509244418,13.34470148,110.1
671.4071114,21.00013124,22.92894877,36.58740649,40.48364474,57.05334312,0.245554246,0.298117207,6.468250324,45.56109266,4.117829395,12.13090436,79.1
637.0136474,25.05512991,28.64717932,34.63567485,36.71714583,96.52989518,0.24021426,0.268831868,5.129691385,37.59546004,4.763155773,13.73038997,88.5
664.9118979,25.06896204,49.72057078,22.36369503,27.91573418,73.21997232,0.239643784,0.243148689,5.247118497,36.20518348,4.750144595,13.04219407,110.1
672.3257959,28.05683942,40.1086452,35.12104342,24.77031138,113.7590301,0.307846771,0.317370235,5.082073501,42.29857004,4.693181386,12.3298943,87.4
739.4686953,13.25878834,45.22646324,32.202573,22.57096377,53.2674473,0.269258238,0.304250966,5.04076552,33.12241691,3.445824191,13.78113243,110.1
698.7315958,28.22295417,58.56921082,22.226112,19.20467719,84.16137557,0.257125787,0.258551667,4.949893273,50.19344255,4.85583957,13.4468353,81.9
704.6171588,24.36099944,35.09904477,26.70148324,38.19947198,69.06947019,0.245154714,0.259418831,5.74715831,47.15077114,4.656838434,13.42378689,79.1
752.5763495,17.03018639,47.14528829,30.40494162,22.44977009,65.50903336,0.256678085,0.26832896,4.952547182,30.87174909,3.494130605,9.224023255,84.3
289.6381544,21.77994965,45.45991353,31.54264797,22.9974385,93.39544654,0.327021775,0.34070475,8.279735884,151.3225435,4.531132993,10.69833197,110.1
247.1160613,21.57841295,40.75628633,32.49099865,26.75271503,99.77119832,0.296241023,0.308602767,8.047981346,213.5792769,4.546978932,8.914645058,172
336.1209451,17.56958038,47.18427203,23.89560101,28.92012696,148.5049129,0.205406553,0.236949306,8.067333931,125.9322441,3.993478943,10.55794542,110.1
351.9053634,19.1422791,46.46033565,28.64617449,24.89348986,107.8023226,0.242494051,0.289673837,7.592124214,143.2698228,4.599021704,10.45463262,110.1
234.9138235,21.61667664,42.16189741,37.08658045,20.75152214,108.5941544,0.34301914,0.351798608,7.851012577,230.0736683,4.680915147,10.29138287,193.2
219.0885383,29.12443436,23.39537675,41.79994896,34.80467429,70.4632743,0.3641881,0.371228318,8.125030631,211.0834865,4.998288658,7.12804812,110.1
69.91478172,20.00688469,46.21178438,34.27433431,19.51388131,47.65753728,0.348375283,0.350018485,8.217240646,151.573916,4.610659134,7.809151109,110.1
148.4599692,23.04170424,47.96000266,32.16276672,19.87723062,55.8218716,0.326901797,0.348260498,8.218732592,229.9072091,4.825162145,7.522157201,111.3
77.66891129,16.35647801,53.54876228,30.06539129,16.38584643,104.8885182,0.27445637,0.296028016,8.02068953,143.4226551,3.921890345,10.40156329,110.1
310.4204702,16.98233956,44.83395693,29.55962612,25.60641695,95.44781885,0.291958794,0.306904758,8.247679397,121.9462171,4.444756922,9.478852521,110.1
198.8546602,22.23587294,46.1758536,33.08383295,20.74031345,88.26665007,0.31323765,0.330509874,8.026464233,223.3120933,4.712172209,8.098699351,110.1
155.1132005,20.87652981,44.4886048,32.21440765,23.29698756,56.45623423,0.329444279,0.335064388,8.306107725,231.4393541,4.469242931,10.23860727,105
307.8896748,17.2152382,57.90240734,26.8687723,15.22882036,108.0203882,0.249446102,0.29963383,7.77376486,120.0862009,4.872860583,10.27988035,110.1
268.6710121,23.63378332,42.3073081,32.57225267,25.12043922,154.9410479,0.289483848,0.309402853,7.796757961,183.1433383,4.736296528,6.852800065,110.1
21.95908756,22.29181871,50.6642763,28.69767324,20.63805046,42.74287519,0.314474656,0.32813796,8.187501008,145.47542,4.713300688,14.43436058,110.1
594.9154382,37.31209102,15.33785715,54.33210873,30.33003412,122.689185,0.442662676,0.442662676,5.79964566,70.67377069,4.197829376,14.09544384,135.4
730.9533567,33.25174458,11.61647811,51.02915535,37.35436654,113.1592488,0.407477332,0.40759816,6.056250629,72.03491394,4.87703121,12.14341024,112.5
622.8001924,16.8430653,22.04526039,39.71582393,38.23891568,150.2015223,0.184548438,0.303019466,5.495146035,43.61802092,3.842126582,12.551579,110.1
772.2620026,18.24561312,15.98031087,50.16929326,33.85039588,129.7279044,0.200649668,0.397760077,5.153198294,51.83195497,3.88521478,12.36398692,95.5
810.1975376,14.81001863,16.79437395,43.83082643,39.37479961,192.42964,0.173316903,0.335266911,5.187227582,39.11735377,3.678258266,13.87227322,87.5
755.9406505,24.85794451,44.69477138,31.80002981,23.50519881,110.0498903,0.298421597,0.32221189,5.157230492,57.2091688,4.599933107,13.49114763,110.1
643.419076,25.27178082,43.55697961,35.22994782,21.21307258,107.8795072,0.33037041,0.340315232,5.058558337,56.96831466,4.496799169,12.15159849,110.1
897.6326122,14.04908106,18.04311801,42.90533635,39.05154563,179.972061,0.166153841,0.319051662,5.514666748,39.15638666,3.429841098,14.16714127,110.1
662.6955303,27.71206914,8.898970787,37.34346904,53.75756018,105.1582149,0.287656128,0.287656128,6.684236722,67.83476666,4.873422498,12.94112852,116.7
649.612231,26.48802021,26.43285636,42.07076682,31.49637682,104.8645321,0.326500211,0.342599835,5.593770032,53.51100572,4.524029438,14.30824602,70.6
596.6372009,32.0555607,20.68888266,53.66386841,25.64724893,106.8614004,0.435092736,0.436222791,6.025973453,67.31862729,4.286087406,13.24591977,154.2
636.4033455,11.61874212,42.54887477,33.41854323,24.032582,57.8763893,0.207946796,0.333032919,5.092914764,41.91839149,2.825453558,13.35920754,110.1
650.5100968,22.24303451,35.29747875,40.29210172,24.41041953,81.44289447,0.356938046,0.365517108,5.201996822,55.65602572,4.622998137,13.88702696,110.1
634.8557018,27.73380101,46.16447698,28.84335557,24.99216745,99.53812747,0.304852095,0.304927102,5.117915424,49.49065498,4.942008569,13.48605197,110.1
559.0106509,20.86511247,27.05455601,45.88506925,27.06037474,102.4165947,0.344506964,0.367678801,5.739179279,54.87079916,3.590551816,14.2652203,128.9
644.8446223,34.08463259,16.66876625,58.36822112,24.96301263,110.1293672,0.455823631,0.456243697,6.078003716,70.96636599,4.245878604,13.81349989,140.4
690.7766309,21.30625182,33.8974466,37.94715106,28.15540234,112.371783,0.30714134,0.345467072,5.424574531,48.98962468,3.710842533,13.88278368,110.1
660.7921385,25.90235684,17.03613317,36.99211078,45.97175606,123.8784158,0.298022507,0.298022507,6.486102134,60.3306817,4.895345923,14.48964844,135.4
613.5323404,25.77993715,9.964759645,50.8656848,39.16955555,74.25730699,0.400477049,0.400477049,5.345865889,68.83650654,4.518789531,12.4761095,135.7
606.5830384,25.35228812,41.22114553,36.55977288,22.21908158,110.9815365,0.31084682,0.341214193,5.07963746,55.19201552,4.455765506,14.08438407,110.1
516.1413839,31.46787192,9.763240695,39.8122478,50.4245115,120.2937705,0.290262461,0.290262461,6.81336675,71.24695264,5,13.84588569,100
634.1556761,31.70252318,13.65628932,51.05639003,35.28732065,105.1450434,0.400137681,0.400409256,5.942994765,66.97371185,4.693687908,13.6929212,112.5
541.2906504,18.76572203,26.56093544,44.3899145,29.04915005,84.61106262,0.331384141,0.362933804,5.259049029,53.21205678,3.269408708,13.32502666,87.5
659.7669399,16.40082829,31.97044149,40.41507814,27.61448037,76.37923217,0.272233472,0.351500713,5.243047804,50.33160153,3.202343495,12.54356006,110.1
712.7155302,20.40384547,23.00891946,33.877914,43.11316654,109.5700066,0.198570089,0.261415769,5.419033641,36.49880292,3.935969272,12.49002288,110.1
646.8897205,12.29219302,31.3164287,41.67852087,27.00505043,62.04259023,0.242104213,0.38620589,5.217229108,33.24458417,3.094870813,12.86158223,110.1
558.6241855,26.97074363,39.70531305,35.52364025,24.77104669,93.34493713,0.294727229,0.333484425,4.883381447,48.66423496,4.487716128,14.27552084,110.1
622.057913,29.28748236,18.78345546,53.39828167,27.81826286,101.4057936,0.426664411,0.429086973,6.240910959,65.25891724,4.163878819,14.24172929,125
746.1422653,26.9139323,29.02568863,34.62001184,36.35429953,145.5384923,0.297620437,0.304075048,5.876765125,50.62085836,4.604810692,12.82070831,122.2
629.4760036,20.22037394,36.74039472,39.28546476,23.97414052,73.58105785,0.287199669,0.34534157,5.128324214,41.63547799,4.025735207,14.07918585,110.1
791.6376954,21.77843247,40.84244316,29.79177567,29.36578117,95.36525568,0.236260201,0.288476447,5.582880913,46.98897509,4.026851307,13.83118148,110.1
660.0319773,25.45123384,19.83449776,50.45952666,29.70597558,129.561334,0.326130867,0.382132134,5.706251639,52.6953255,4.102846668,12.54218297,150
723.459658,23.0585462,42.34740201,30.20976725,27.44283074,104.5956038,0.249277279,0.283471422,5.472885271,34.87501684,4.207172288,15.03841257,110.1
659.5850405,31.44228529,22.63658256,49.63605174,27.72736569,105.0670093,0.405871248,0.406306843,6.015199074,66.11092192,4.403419959,14.32722869,159.4
564.997845,30.33855687,15.59608692,40.91942852,43.48448455,120.148574,0.333387084,0.333387194,6.591829641,68.74274645,4.940149916,13.46356421,123.7
664.3025191,18.56103565,36.11159357,37.66721944,26.221187,80.8694036,0.272217528,0.324820039,5.227910354,46.71727541,3.29671054,13.72304869,110.1
617.8785072,30.2395677,23.01539959,39.01840788,37.96619253,145.7403879,0.313877112,0.314175361,6.752574168,43.41883882,4.952132436,14.14733887,94.2
643.7938423,30.16315219,23.00308895,47.35624635,29.64066471,108.3519001,0.36964458,0.380557618,5.8773849,64.80723471,4.283696623,14.31874927,134.6
658.3168713,31.8260394,15.12315104,57.18390748,27.69294149,92.61734965,0.467349178,0.467349178,5.931448697,67.84550524,4.327665713,14.24267472,144.4
576.6870614,31.69382858,13.23965516,42.74420733,44.01613751,113.9714328,0.352828657,0.35283697,6.32085554,70.45665915,4.933294759,14.42393798,150
753.9637504,30.78846809,22.60640762,39.49504616,37.89854622,150.7729861,0.315151241,0.317916175,6.478672345,55.32410775,4.821960733,13.29158699,72.2
634.1855497,21.73967642,21.25490583,50.59457055,28.15052363,93.62896264,0.389522438,0.408434744,5.099301804,52.24281338,3.903754289,14.92877542,110.1
515.470951,33.27452495,10.80269937,55.3018605,33.89544013,108.8337589,0.424590792,0.424826004,5.929716577,69.13473448,4.629078525,12.55709474,153.3
846.0751225,17.59002951,24.89968371,40.03237122,35.06794507,132.6575737,0.189048978,0.331753068,5.062225583,27.35727109,3.837541601,12.08537315,110.1
684.1321376,15.66526038,25.45004965,36.71011682,37.83983354,170.8195144,0.16030825,0.299033914,5.443703805,36.17252637,3.742051037,14.09438523,110.1
676.1415598,29.58644956,18.94192626,37.80033406,43.25773968,152.9004942,0.292365219,0.29253236,6.64389324,45.50252873,4.988164527,13.70118428,96
614.7279999,26.28304052,26.14798512,33.04072757,40.81128731,111.3726737,0.288282116,0.288282116,6.612725683,72.05405331,4.835429138,14.40364948,122.9
558.3155844,30.67564467,17.00328673,53.0542713,29.94244197,113.5998644,0.423815351,0.423815351,6.10224254,70.38664352,3.912194908,13.48800811,125
693.8428712,16.05204067,38.23307921,34.67158639,27.0953344,70.62114171,0.227649177,0.338744619,5.156776231,39.79991866,3.474850649,14.08509919,110.1
689.1412283,32.12795577,31.58881571,37.03274655,31.37843774,102.0778775,0.309947089,0.323657396,5.009752651,48.66822512,4.731795817,12.55475957,80
777.3129047,17.55088046,28.37826332,35.31255575,36.30918093,94.59876723,0.171655638,0.285999114,5.143033128,30.57132199,4.021572763,13.45899149,110.1
587.9206424,23.92221101,44.62443626,32.89912805,22.47643569,92.34621723,0.295074979,0.306407897,4.820209572,50.94552058,4.684137379,13.55118781,110.1
618.7066946,23.78735797,20.26382095,48.17492132,31.56125772,87.73732692,0.362975568,0.384043191,5.485302873,56.20492949,4.211373482,14.10409755,110.1
645.6336023,29.7898279,11.48875014,52.59567999,35.91556987,95.45217877,0.406834523,0.406834523,6.415419428,70.26294464,4.413560933,13.89177502,125
754.1667938,23.56232482,41.28944904,34.80923088,23.90132008,87.31283163,0.268909795,0.314290313,5.177768024,43.01011121,4.283505037,14.35268039,110.1
642.8040489,31.96736472,13.75861911,53.25049678,32.99088411,103.180271,0.422348141,0.423090226,6.149157684,69.54793202,4.313395107,14.18198825,150
833.5592469,15.80800353,37.89782117,36.41243993,25.6897389,73.65891903,0.250841219,0.349305124,5.2138258,40.12596231,3.351434977,13.50817301,110.1
618.6893426,17.81251786,35.41644401,40.0266375,24.55691848,93.91503483,0.289337623,0.352773486,5.438555822,49.76483532,3.18249272,14.8324717,110.1
526.8278374,35.17652727,11.95958909,59.33583695,28.70457397,110.5005152,0.462521627,0.462521627,5.780353115,66.26011109,4.491867763,14.24631626,144.9
533.2198343,25.72445751,17.66838617,51.25382719,31.07778665,109.781009,0.372266742,0.388427007,6.339743663,60.6786339,4.546588485,13.83581288,110.1
580.1643779,27.36055998,22.22375503,46.06321009,31.71303488,138.3794096,0.318647337,0.353610369,5.771254486,51.78912127,4.396249417,14.55080607,137.1
653.6977464,22.48602086,11.64748406,50.18178206,38.17073388,84.96012368,0.385747312,0.385747312,5.647528803,64.67949553,4.38254299,13.35585069,87.5
628.7737646,25.37992301,29.06620247,44.55386608,26.37993145,79.11039836,0.360823665,0.385245334,4.921154529,49.20754925,4.47119921,13.69603218,110.1
699.0162897,22.54810375,23.32069112,48.29688308,28.3824258,86.41944983,0.370020579,0.393249507,5.002858299,49.37890293,4.121838651,12.54864876,110.1
663.8175211,17.91027082,22.62124219,40.89825549,36.48050232,169.9811127,0.195657554,0.31457763,5.268553779,33.94012632,4.002007942,14.0640024,110.1
707.4507382,19.03068962,23.77797717,48.3348003,27.88722254,85.51927265,0.348740307,0.382994466,5.213739686,49.80228294,3.386385839,14.00480098,110.1
859.3463492,28.3521851,34.58545195,37.06597267,28.34857538,102.9474621,0.303867575,0.337402934,5.382615161,45.31621517,4.445595898,12.86470277,110.1
651.0952402,21.86085285,31.33413523,31.11615904,37.54970573,105.1520042,0.221896449,0.258749252,5.541548655,39.54121078,4.152981137,12.7650683,110.1
683.7094014,16.2523182,29.80032922,37.40344368,32.7962271,136.1159438,0.194399831,0.312050817,5.430044655,36.36870163,3.460039064,13.60453919,110.1
689.2246014,30.98584876,41.49631858,33.46226887,25.04141255,106.0523982,0.319436983,0.319436983,4.860457094,46.32815405,4.445091146,13.28120902,110.1
612.5504318,11.46477067,43.92670538,31.34025103,24.73304359,57.45372164,0.186886498,0.323270206,5.087025149,42.92216795,2.980344051,12.88745027,110.1
837.3342926,19.69537422,23.79259798,44.11920818,32.08819383,103.2952327,0.268525887,0.356017016,5.187539156,42.41319319,3.969044161,14.4311195,110.1
556.4887005,25.60666966,18.6075094,53.97943188,27.41305873,100.9779499,0.387579182,0.408632539,5.39673214,60.74258825,3.795237958,15.29273932,138.9
596.6993818,28.39359123,28.46084498,45.23663013,26.30252489,115.8276369,0.386831368,0.386831368,6.059588482,66.48066215,4.341379146,13.41285749,115.5
622.7209802,23.17860527,22.04449016,51.05472487,26.90078497,93.13973903,0.396599849,0.413780849,5.2997449,51.03877934,4.047106135,11.38405698,100
39.79608652,21.03858894,34.49160661,33.20137684,32.30701655,141.1284328,0.256556135,0.284519087,7.469103835,284.4217428,4.370831437,8.850376293,110.1
125.2468575,14.48965035,66.34702079,22.3451492,11.30783,211.962773,0.154788098,0.232631316,6.811755128,59.29591837,4.482921957,10.5555262,110.1
93.96817509,18.17891097,48.67934438,32.03738253,19.28327308,70.46736269,0.323389048,0.357300147,6.100596757,91,4.109474485,10.35986656,200
118.8508366,19.32725234,27.56358657,35.85062196,36.58579147,107.969265,0.281114957,0.285125118,7.504964951,60.51919415,3.244492836,10.1771525,168.9
79.99461192,21.52037269,37.80615689,41.59473714,20.59910598,170.0581952,0.326654791,0.359332921,6.020829867,110.1,4.579825354,10.22873417,110.1
83.66447792,30.20705569,19.22432434,39.311452,41.46422365,175.2626864,0.300897349,0.304342391,7.642029285,61.1684174,4.859813048,11.75777571,149.5
38.67300195,25.27060757,31.07884043,29.08243654,39.83872303,1476.576641,0.244167334,0.24514342,7.442591631,61.67553033,3.66849055,1.056752767,147.3
423.0563441,18.73641522,40.94832017,32.24527779,26.80640204,286.8864818,0.242423226,0.329407509,5.674635627,110.1,3.959569235,9.818475825,110.1
135.2611744,14.83767905,49.52392515,28.19518074,22.28089411,138.2648707,0.29162291,0.320532922,6.100543623,137.5256742,3.299758041,11.15046208,110.1
39.04904229,21.06982313,36.17574976,34.15298597,29.67126428,88.84471659,0.317485795,0.318336255,7.977360394,146.690514,4.51903139,9.818475825,145.9
97.42708211,20.98723796,27.74650047,35.51060089,36.74289864,111.5404052,0.286408946,0.305041063,7.318214782,62.6740597,4.156940676,9.818475825,166.6
238.7504019,25.0789032,23.6858013,51.2675467,25.046652,434.5205038,0.382095323,0.388752697,7.042214648,6,4.941521732,7.366059577,110.1
35.21249326,21.5664949,34.94663092,35.62145224,29.43191684,48.70768477,0.365899104,0.365979708,8.115182037,151.8919266,4.79074091,10.03218341,100
36.20407297,16.26948312,62.92737197,23.18360123,13.8890268,221.4143994,0.228053779,0.258779889,7.585384017,110.1,4.533545702,11.23293587,110.1
21.26027828,20.63952131,50.14650134,27.95360868,21.89988999,56.14339635,0.29322814,0.298525101,8.031156715,136.6672318,4.49522836,11.02133854,180
23.93905281,16.70428372,44.0223335,26.20299337,29.77467314,115.8647905,0.276077395,0.27649821,8.219049432,151.6499085,4.399343325,9.50110774,138.9
153.3967921,23.02758958,33.33820421,35.59399011,31.06780568,174.3195117,0.265385097,0.300503694,6.847012786,61,4.221819229,8.006557346,110.1
95.88754506,19.41028755,39.13720775,31.74123717,29.12155508,165.8225511,0.262524153,0.282540337,7.561970331,141.1381375,3.899555297,11.18804584,110.1
33.11348313,22.15444641,56.7463898,26.98454658,16.26906362,37.43292975,0.303347552,0.310757365,7.462316359,493.1889448,4.845132466,11.06500586,110.1
34.24160437,15.86126089,53.92923776,29.14268509,16.92807716,76.33375869,0.340152904,0.342187352,7.961443448,119.6687122,3.472222615,11.21110572,150.6
130.1548188,14.79447218,28.64764727,33.49070107,37.86165166,451.121688,0.25375097,0.270180779,5.799412794,61,4.347802393,10.01367926,110.1
110.0226115,10.54747985,68.66030596,22.43234177,8.907352267,561.5247281,0.20750728,0.247237498,6.243609598,86.45714286,3.85423838,7.664419247,110.1
225.9110199,19.36296594,41.33236653,32.12649967,26.54113381,147.9950203,0.265306,0.29653372,6.464580848,61,4.380607867,11.48014159,110.1
24.97870191,19.30584283,42.38450561,30.21065794,27.40483645,85.55428149,0.292414922,0.297260893,7.937841458,110.7732199,4.105519417,7.432613374,149.8
133.2400912,25.91172248,36.55548737,35.67430295,27.77020968,252.5072215,0.273061051,0.314229935,7.399076006,91.15452857,3.819270119,8.254370697,110.1
82.4568103,18.07100713,61.86573398,23.05197506,15.08229096,305.9989235,0.204304199,0.258862832,7.337627657,107,4.239778256,9.136500046,110.1
26.10415232,21.18962403,48.06036956,30.43384904,21.5057814,242.3029722,0.2644108,0.294826466,7.240608752,92.45358412,4.608647962,11.84419338,175
